                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 2.2587,                 2.1092,                 2.1668,                0.35463,                0.33553,                0.32029,                0.12997,                 1.9378,                 4.8235,                 1.8467,                0.00901,                0.00901,                0.00901
                     12,                 2.1775,                 1.9314,                 2.0408,                0.56487,                0.52165,                0.52277,                0.24397,                 2.1967,                  2.661,                 1.9897,               0.008911,               0.008911,               0.008911
                     13,                  2.128,                 1.8528,                 2.0242,                0.38299,                0.61023,                 0.4505,                0.19058,                 1.9971,                 2.2454,                 1.8134,               0.008812,               0.008812,               0.008812
                     14,                 2.1114,                 1.7815,                 1.9676,                0.70699,                0.49451,                0.60905,                0.31168,                 1.8975,                 1.7483,                 1.7493,               0.008713,               0.008713,               0.008713
                     15,                 2.0504,                 1.7193,                 1.9378,                0.70881,                0.65633,                0.70315,                0.33978,                 1.8489,                 1.5052,                 1.6646,               0.008614,               0.008614,               0.008614
                     16,                  2.025,                 1.6655,                 1.8844,                0.54795,                0.47371,                0.48929,                0.16551,                 1.9855,                 1.8051,                 1.7672,               0.008515,               0.008515,               0.008515
                     17,                 1.9746,                 1.6661,                 1.8795,                0.60126,                  0.663,                0.68759,                0.34028,                 1.8394,                 1.5613,                 1.6806,               0.008416,               0.008416,               0.008416
                     18,                 1.9386,                 1.6079,                 1.8256,                0.68302,                0.58449,                0.66482,                0.32859,                 1.7547,                 1.4595,                 1.6261,               0.008317,               0.008317,               0.008317
                     19,                 1.9468,                  1.566,                 1.8078,                0.75134,                0.59893,                0.67482,                0.29872,                 1.8285,                 1.5227,                  1.664,               0.008218,               0.008218,               0.008218
                     20,                 1.8996,                 1.5596,                 1.7849,                0.63464,                0.65381,                0.65745,                 0.3113,                 1.8277,                  1.581,                 1.6698,               0.008119,               0.008119,               0.008119
                     21,                 1.8965,                 1.4737,                 1.7588,                0.47793,                0.64272,                0.56187,                0.27486,                 2.0242,                 1.4987,                  1.743,                0.00802,                0.00802,                0.00802
                     22,                 1.8572,                 1.4971,                 1.7644,                0.54164,                0.37501,                0.40254,                0.19734,                 2.3002,                  2.739,                  2.088,               0.007921,               0.007921,               0.007921
                     23,                 1.8482,                 1.4375,                 1.7264,                 0.7566,                0.72962,                0.78046,                0.41576,                  1.711,                 1.3622,                 1.5784,               0.007822,               0.007822,               0.007822
                     24,                 1.7933,                   1.45,                 1.6933,                0.84398,                0.73577,                0.81039,                 0.4324,                 1.7626,                 1.3981,                 1.5594,               0.007723,               0.007723,               0.007723
                     25,                 1.7969,                 1.4153,                 1.7093,                0.80785,                0.74766,                0.81477,                0.47371,                  1.917,                 1.3763,                 1.6884,               0.007624,               0.007624,               0.007624
                     26,                 1.7707,                 1.3436,                  1.671,                0.72136,                0.73403,                  0.784,                0.40838,                 2.1331,                 1.4704,                 1.8849,               0.007525,               0.007525,               0.007525
                     27,                 1.7642,                  1.382,                 1.7091,                 0.7665,                 0.7342,                0.79697,                0.45424,                 1.8448,                 1.4048,                 1.5883,               0.007426,               0.007426,               0.007426
                     28,                  1.704,                 1.2994,                 1.6577,                0.84203,                0.65977,                0.81076,                0.45585,                 2.0638,                  1.489,                 1.7159,               0.007327,               0.007327,               0.007327
                     29,                  1.736,                 1.3152,                 1.6381,                0.82373,                0.77444,                0.82939,                0.46708,                  1.939,                  1.269,                 1.6261,               0.007228,               0.007228,               0.007228
                     30,                 1.7177,                 1.2953,                 1.6186,                0.78091,                 0.7611,                0.82038,                0.47906,                 1.7787,                 1.1913,                 1.5209,               0.007129,               0.007129,               0.007129
                     31,                 1.7231,                 1.2975,                 1.5925,                 0.7807,                0.77652,                0.81097,                 0.4849,                  1.791,                 1.3611,                   1.55,                0.00703,                0.00703,                0.00703
                     32,                 1.6758,                 1.2564,                 1.5821,                0.80162,                0.77705,                0.82584,                0.45986,                 1.8821,                  1.236,                  1.617,               0.006931,               0.006931,               0.006931
                     33,                 1.7038,                 1.2552,                 1.5944,                  0.801,                0.77706,                0.84489,                0.48813,                 1.9715,                 1.1993,                  1.642,               0.006832,               0.006832,               0.006832
                     34,                 1.6664,                 1.2396,                 1.5755,                  0.826,                0.76084,                0.84581,                0.52627,                 1.8735,                 1.1257,                 1.5868,               0.006733,               0.006733,               0.006733
                     35,                 1.6754,                 1.2857,                 1.5752,                0.79114,                0.65512,                0.79287,                0.41993,                 1.8198,                  1.352,                 1.5407,               0.006634,               0.006634,               0.006634
                     36,                 1.6761,                 1.2668,                 1.5488,                0.83544,                0.83145,                0.85958,                0.54329,                 1.7926,                 1.1099,                 1.5028,               0.006535,               0.006535,               0.006535
                     37,                 1.6559,                 1.2025,                 1.5686,                0.85958,                0.82177,                0.86435,                0.55356,                 1.8921,                 1.1303,                 1.5592,               0.006436,               0.006436,               0.006436
                     38,                 1.6251,                 1.1908,                 1.5348,                0.83151,                0.76828,                0.83768,                0.51369,                 2.0192,                 1.1784,                 1.6641,               0.006337,               0.006337,               0.006337
                     39,                 1.6158,                 1.1783,                 1.5494,                0.85247,                0.79262,                0.83487,                0.50365,                 1.8983,                 1.2021,                 1.6137,               0.006238,               0.006238,               0.006238
                     40,                 1.6014,                 1.1415,                 1.5178,                0.82068,                0.78924,                0.85374,                0.50967,                 1.9124,                 1.2052,                 1.6064,               0.006139,               0.006139,               0.006139
                     41,                 1.6059,                 1.1504,                 1.5358,                0.83677,                0.82536,                0.85732,                0.53607,                 1.7797,                 1.1906,                 1.5186,                0.00604,                0.00604,                0.00604
                     42,                   1.64,                 1.1951,                 1.5374,                0.85854,                0.80724,                0.84963,                0.52193,                 1.8974,                 1.1655,                  1.597,               0.005941,               0.005941,               0.005941
                     43,                 1.6247,                 1.1654,                 1.5314,                0.83822,                0.78644,                0.84767,                0.53499,                 1.7205,                 1.1653,                 1.4694,               0.005842,               0.005842,               0.005842
                     44,                  1.619,                 1.1624,                 1.5182,                0.83729,                0.81594,                0.85227,                0.51239,                 1.7416,                 1.0767,                  1.471,               0.005743,               0.005743,               0.005743
                     45,                 1.6029,                  1.115,                 1.4796,                0.86122,                0.81199,                0.85626,                0.52594,                 1.8456,                 1.1374,                 1.5329,               0.005644,               0.005644,               0.005644
                     46,                  1.585,                 1.1635,                 1.5089,                0.85061,                0.75487,                0.83636,                0.52013,                 1.8858,                 1.0812,                 1.5525,               0.005545,               0.005545,               0.005545
                     47,                 1.5622,                 1.1242,                 1.5014,                 0.8715,                0.79567,                0.86967,                0.53135,                 1.8126,                 1.0419,                 1.4946,               0.005446,               0.005446,               0.005446
                     48,                 1.5492,                 1.1274,                 1.4962,                0.82369,                0.81322,                0.84334,                0.52239,                 1.8814,                 1.1072,                 1.5461,               0.005347,               0.005347,               0.005347
                     49,                 1.5642,                 1.0801,                 1.4469,                0.83891,                0.79787,                0.84949,                0.52573,                 1.9317,                 1.1474,                 1.5568,               0.005248,               0.005248,               0.005248
                     50,                 1.5502,                  1.071,                 1.4633,                0.82989,                0.82129,                0.85221,                0.52545,                 1.8491,                  1.187,                 1.5227,               0.005149,               0.005149,               0.005149
                     51,                  1.533,                  1.072,                 1.4493,                0.84948,                0.82054,                0.86403,                0.54634,                 1.8245,                 1.0582,                 1.5113,                0.00505,                0.00505,                0.00505
                     52,                 1.5506,                 1.0857,                 1.4635,                0.89491,                0.79675,                0.85814,                 0.5321,                   1.82,                 1.2767,                 1.5594,               0.004951,               0.004951,               0.004951
                     53,                 1.5601,                 1.0904,                 1.4411,                0.83246,                0.77634,                0.84666,                 0.5119,                 1.7258,                 1.0737,                 1.5002,               0.004852,               0.004852,               0.004852
                     54,                 1.5406,                 1.0845,                 1.4513,                0.86412,                0.83387,                0.87127,                0.54595,                 1.7859,                 1.0603,                 1.5198,               0.004753,               0.004753,               0.004753
                     55,                 1.5206,                 1.0593,                 1.4392,                0.85944,                0.82527,                0.86666,                0.53709,                  1.745,                 1.0817,                  1.494,               0.004654,               0.004654,               0.004654
                     56,                 1.5137,                 1.0355,                 1.4254,                0.87286,                0.81446,                0.86377,                 0.5458,                  1.884,                  1.021,                  1.599,               0.004555,               0.004555,               0.004555
                     57,                 1.5246,                 1.0529,                 1.4329,                0.83951,                0.82423,                  0.876,                0.56676,                 1.7763,                0.99335,                 1.4969,               0.004456,               0.004456,               0.004456
                     58,                  1.544,                  1.045,                 1.4449,                0.86972,                 0.7976,                 0.8686,                 0.5753,                 1.7738,                 0.9837,                 1.5002,               0.004357,               0.004357,               0.004357
                     59,                 1.5092,                 1.0277,                   1.42,                0.85282,                 0.8235,                0.87234,                0.55978,                 1.8557,                0.99518,                 1.5529,               0.004258,               0.004258,               0.004258
                     60,                 1.5173,                 1.0321,                 1.4343,                0.85379,                0.83141,                0.88428,                0.57365,                 1.7061,                 0.9402,                 1.4396,               0.004159,               0.004159,               0.004159
                     61,                 1.5179,                 1.0246,                 1.4339,                0.83502,                0.83876,                0.88465,                0.56991,                 1.7585,                0.97343,                 1.4679,                0.00406,                0.00406,                0.00406
                     62,                 1.5038,                 1.0041,                 1.4134,                0.87226,                0.81693,                0.87594,                  0.566,                 1.7727,                   1.11,                 1.4674,               0.003961,               0.003961,               0.003961
                     63,                 1.4876,                 1.0159,                  1.418,                0.85283,                0.84853,                0.88534,                0.57494,                 1.7536,                 0.9464,                  1.465,               0.003862,               0.003862,               0.003862
                     64,                 1.4881,                 1.0238,                  1.398,                 0.8557,                0.83946,                0.87946,                0.55252,                 1.9646,                0.95755,                 1.5809,               0.003763,               0.003763,               0.003763
                     65,                 1.4865,                 1.0064,                 1.4137,                0.84002,                0.81763,                0.86554,                0.55473,                 1.8441,                 1.0915,                 1.5432,               0.003664,               0.003664,               0.003664
                     66,                  1.497,                 1.0066,                 1.4297,                0.86565,                0.87508,                0.88763,                0.57096,                 1.8319,                0.89984,                 1.5181,               0.003565,               0.003565,               0.003565
                     67,                 1.4696,                 0.9881,                 1.4113,                0.85652,                 0.8446,                0.89155,                0.58834,                 1.8111,                0.90481,                 1.5288,               0.003466,               0.003466,               0.003466
                     68,                 1.4763,                 1.0243,                  1.402,                0.85787,                0.82293,                 0.8734,                0.56383,                 1.8189,                0.93203,                 1.5151,               0.003367,               0.003367,               0.003367
                     69,                 1.4495,                0.98118,                 1.4001,                0.85943,                0.83843,                0.88213,                0.57889,                 1.8006,                 1.0173,                 1.4977,               0.003268,               0.003268,               0.003268
                     70,                 1.4738,                  1.022,                 1.4193,                0.87312,                0.85484,                 0.8927,                0.58632,                 1.8276,                 0.9655,                 1.4947,               0.003169,               0.003169,               0.003169
                     71,                 1.4444,                0.94907,                 1.3708,                0.87529,                0.83872,                0.88832,                0.57769,                 1.7513,                0.91077,                 1.4859,                0.00307,                0.00307,                0.00307
                     72,                 1.4578,                 0.9635,                 1.3931,                0.85723,                0.85979,                0.88506,                0.57802,                 1.7518,                0.92601,                 1.4854,               0.002971,               0.002971,               0.002971
                     73,                 1.4489,                0.95688,                 1.3944,                0.88184,                0.82226,                0.87246,                  0.554,                 1.8181,                0.92979,                 1.5389,               0.002872,               0.002872,               0.002872
                     74,                 1.4627,                0.97663,                 1.3993,                0.86291,                0.83114,                0.86984,                0.56815,                 1.7904,                0.94936,                  1.511,               0.002773,               0.002773,               0.002773
                     75,                 1.4627,                0.96193,                 1.3899,                0.84231,                0.84967,                  0.872,                0.57217,                 1.8312,                 0.8899,                  1.498,               0.002674,               0.002674,               0.002674
                     76,                 1.4361,                0.95447,                 1.3552,                0.86743,                0.84235,                 0.8886,                0.57194,                 1.8523,                0.91031,                 1.5209,               0.002575,               0.002575,               0.002575
                     77,                 1.4189,                0.92745,                  1.368,                0.88013,                0.85115,                0.88693,                 0.5915,                 1.8805,                0.91538,                 1.5654,               0.002476,               0.002476,               0.002476
                     78,                 1.4196,                0.94076,                 1.3512,                0.88458,                0.83872,                0.89259,                0.57929,                 1.7926,                0.91465,                 1.5178,               0.002377,               0.002377,               0.002377
                     79,                 1.4206,                0.93467,                 1.3631,                0.84614,                0.83689,                0.87597,                0.58884,                 1.6961,                0.93165,                 1.4286,               0.002278,               0.002278,               0.002278
                     80,                 1.4294,                0.92709,                 1.3759,                0.87355,                0.84499,                0.88934,                0.59564,                 1.7701,                0.94309,                  1.492,               0.002179,               0.002179,               0.002179
                     81,                 1.3914,                0.92139,                 1.3364,                0.84751,                0.84921,                0.87489,                0.57082,                 1.8656,                0.95875,                 1.4956,                0.00208,                0.00208,                0.00208
                     82,                 1.4531,                0.93174,                 1.3959,                0.86923,                0.85454,                0.87878,                0.58032,                 1.7416,                0.89563,                 1.4665,               0.001981,               0.001981,               0.001981
                     83,                 1.4166,                0.92101,                 1.3528,                0.86755,                0.84114,                0.88003,                0.59413,                 1.6872,                0.95978,                 1.4755,               0.001882,               0.001882,               0.001882
                     84,                 1.4063,                0.91007,                 1.3508,                0.87839,                0.85392,                 0.8864,                0.59406,                 1.7319,                0.89222,                 1.4795,               0.001783,               0.001783,               0.001783
                     85,                 1.3962,                0.89919,                 1.3246,                0.87933,                0.83513,                0.87799,                0.56383,                 1.8273,                0.88535,                 1.4845,               0.001684,               0.001684,               0.001684
                     86,                 1.3827,                0.89899,                 1.3501,                0.85862,                0.86294,                0.87927,                0.58239,                 1.7976,                0.92923,                  1.516,               0.001585,               0.001585,               0.001585
                     87,                 1.4024,                0.90808,                 1.3222,                0.88904,                0.80841,                0.87313,                0.57425,                  1.825,                0.87155,                 1.4686,               0.001486,               0.001486,               0.001486
                     88,                 1.3957,                0.90281,                 1.3527,                0.86846,                0.85082,                0.89211,                0.58358,                 1.7647,                0.89377,                 1.5183,               0.001387,               0.001387,               0.001387
                     89,                 1.3872,                0.89648,                 1.3339,                0.86874,                0.85359,                0.89262,                0.58803,                 1.7346,                0.87306,                 1.4953,               0.001288,               0.001288,               0.001288
                     90,                 1.3804,                0.88598,                  1.317,                0.88052,                0.83509,                0.88831,                0.58351,                 1.7624,                0.87552,                 1.5106,               0.001189,               0.001189,               0.001189
                     91,                 1.3767,                0.89747,                 1.3282,                0.88129,                0.86172,                0.90481,                0.61125,                 1.7095,                0.81917,                 1.4583,                0.00109,                0.00109,                0.00109
                     92,                 1.3754,                0.87685,                 1.3231,                0.86771,                0.86634,                0.90017,                0.59723,                 1.7833,                0.87332,                   1.48,               0.000991,               0.000991,               0.000991
                     93,                 1.3625,                0.86469,                 1.3144,                0.87199,                0.85692,                0.89496,                0.59523,                 1.7826,                 0.8354,                 1.4988,               0.000892,               0.000892,               0.000892
                     94,                 1.3756,                0.87701,                 1.3418,                0.89094,                0.84961,                0.89737,                0.60582,                 1.8024,                0.84336,                 1.5344,               0.000793,               0.000793,               0.000793
                     95,                 1.3913,                0.89258,                 1.3394,                0.86258,                 0.8535,                 0.8946,                0.59377,                 1.7333,                0.83555,                  1.455,               0.000694,               0.000694,               0.000694
                     96,                 1.3668,                  0.876,                  1.313,                0.85327,                0.86782,                0.89383,                0.60022,                  1.769,                0.85703,                 1.5144,               0.000595,               0.000595,               0.000595
                     97,                 1.3658,                0.86545,                 1.3291,                0.87033,                 0.8579,                 0.8955,                0.61722,                 1.7473,                0.84404,                 1.4919,               0.000496,               0.000496,               0.000496
                     98,                 1.3947,                 0.8888,                 1.3221,                0.88153,                0.86172,                0.89679,                0.60662,                 1.7961,                0.84767,                 1.4943,               0.000397,               0.000397,               0.000397
                     99,                 1.3478,                0.85505,                 1.3251,                0.86416,                0.86348,                0.89515,                0.60627,                 1.7591,                0.84435,                 1.5033,               0.000298,               0.000298,               0.000298
                    100,                 1.3789,                0.87927,                 1.3219,                0.87419,                0.85446,                0.89465,                0.60227,                 1.7457,                0.84936,                 1.4789,               0.000199,               0.000199,               0.000199
