                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 2.0185,                 1.7263,                 1.9093,                0.51485,                0.61157,                0.54295,                0.22171,                 1.9992,                 1.7064,                 1.7849,               0.008614,               0.008614,               0.008614
                     16,                 2.0103,                 1.6608,                 1.8602,                0.56376,                0.52995,                0.49439,                0.20955,                 1.8648,                 1.5281,                 1.6875,               0.008515,               0.008515,               0.008515
                     17,                 1.9809,                 1.6668,                 1.8636,                0.30166,                0.62714,                0.26218,                 0.0998,                 2.3336,                 40.025,                 2.0321,               0.008416,               0.008416,               0.008416
                     18,                 1.9521,                 1.6306,                 1.8137,                 0.7673,                0.61193,                0.72116,                 0.4058,                 1.7592,                 1.4681,                 1.6096,               0.008317,               0.008317,               0.008317
                     19,                 1.8766,                 1.5243,                 1.7569,                0.66881,                0.60246,                0.67733,                0.32196,                 1.8532,                 1.5455,                 1.6822,               0.008218,               0.008218,               0.008218
                     20,                  1.877,                 1.5629,                 1.7407,                0.67827,                0.71099,                0.76229,                0.40567,                 1.8016,                 1.3259,                 1.6047,               0.008119,               0.008119,               0.008119
                     21,                 1.8812,                 1.5532,                 1.7277,                0.63426,                0.57439,                0.61879,                0.31143,                 1.8673,                 1.3652,                 1.6715,                0.00802,                0.00802,                0.00802
                     22,                 1.8312,                 1.4787,                 1.7191,                0.66375,                0.69523,                0.67983,                0.38132,                 1.7471,                 1.5178,                 1.5768,               0.007921,               0.007921,               0.007921
                     23,                 1.8318,                  1.461,                 1.6862,                0.71629,                0.67234,                0.75757,                0.38655,                 1.7512,                 1.1864,                 1.6001,               0.007822,               0.007822,               0.007822
                     24,                 1.7838,                 1.3947,                  1.653,                0.75595,                0.65981,                 0.7368,                0.39735,                 1.7783,                  1.553,                 1.6014,               0.007723,               0.007723,               0.007723
                     25,                 1.7747,                 1.3824,                 1.6643,                0.68862,                0.76428,                0.80023,                0.48313,                 1.7461,                 1.1858,                 1.5573,               0.007624,               0.007624,               0.007624
                     26,                 1.7409,                 1.3497,                 1.6474,                0.78715,                0.72768,                0.82321,                0.49172,                 1.6795,                  1.196,                 1.5096,               0.007525,               0.007525,               0.007525
                     27,                 1.7516,                 1.3964,                 1.6732,                0.65631,                0.73255,                0.70358,                0.36924,                 1.7993,                  1.299,                 1.5749,               0.007426,               0.007426,               0.007426
                     28,                  1.717,                  1.339,                  1.626,                0.71564,                0.79479,                0.80006,                 0.4981,                  1.835,                 1.3107,                 1.5682,               0.007327,               0.007327,               0.007327
                     29,                 1.7212,                 1.3222,                 1.6099,                0.75731,                0.74507,                0.81764,                0.49768,                 1.7489,                 1.1835,                 1.5408,               0.007228,               0.007228,               0.007228
                     30,                 1.7151,                 1.3337,                 1.6046,                0.69277,                0.77531,                0.78189,                0.45804,                 1.7407,                 1.2304,                 1.5465,               0.007129,               0.007129,               0.007129
                     31,                 1.7077,                 1.3098,                  1.574,                 0.7441,                0.78273,                0.83059,                0.49211,                 1.7024,                 1.2265,                 1.5212,                0.00703,                0.00703,                0.00703
                     32,                 1.6813,                 1.2738,                  1.571,                0.76628,                0.78448,                0.82802,                0.48672,                 1.6427,                 1.1354,                 1.4878,               0.006931,               0.006931,               0.006931
                     33,                 1.7026,                 1.2715,                  1.562,                0.79758,                0.76264,                0.84271,                0.52124,                 1.9286,                 1.1976,                 1.5785,               0.006832,               0.006832,               0.006832
                     34,                  1.651,                 1.2367,                  1.561,                0.75808,                0.80177,                0.83558,                0.48667,                 1.5297,                 1.2284,                 1.4533,               0.006733,               0.006733,               0.006733
                     35,                  1.659,                 1.2748,                 1.5404,                 0.6904,                0.71953,                0.74931,                0.41074,                 1.8434,                 1.2289,                 1.5498,               0.006634,               0.006634,               0.006634
                     36,                 1.6421,                 1.2306,                 1.5055,                0.82894,                0.77671,                0.86015,                0.51918,                 1.7697,                 1.0964,                 1.5567,               0.006535,               0.006535,               0.006535
                     37,                 1.6323,                 1.2133,                 1.5221,                 0.8535,                0.79377,                0.89201,                0.52984,                 1.7478,                 1.0918,                 1.5283,               0.006436,               0.006436,               0.006436
                     38,                 1.6445,                 1.2378,                  1.527,                0.81608,                0.76332,                0.84886,                0.54835,                 1.5996,                 1.1366,                 1.4413,               0.006337,               0.006337,               0.006337
                     39,                   1.63,                 1.2317,                 1.5256,                0.81652,                0.74845,                0.84056,                0.49794,                 1.6147,                 1.1775,                 1.4519,               0.006238,               0.006238,               0.006238
                     40,                 1.5886,                  1.172,                  1.493,                0.83477,                0.73435,                0.84462,                0.52229,                 1.6658,                 1.1738,                 1.5435,               0.006139,               0.006139,               0.006139
                     41,                 1.5946,                 1.1992,                 1.5136,                0.67697,                0.80026,                0.77589,                0.43339,                 1.7471,                 1.2127,                 1.5367,                0.00604,                0.00604,                0.00604
                     42,                 1.6274,                 1.2234,                 1.5204,                0.85134,                0.77424,                 0.8672,                0.54725,                 1.7155,                 1.2419,                 1.4806,               0.005941,               0.005941,               0.005941
                     43,                 1.6014,                 1.1837,                 1.4945,                0.80474,                0.80732,                0.87854,                0.56417,                 1.4792,                 1.0937,                 1.3853,               0.005842,               0.005842,               0.005842
                     44,                 1.6273,                 1.1763,                 1.5272,                0.82987,                0.81458,                0.87473,                0.55276,                 1.4641,                 1.0204,                 1.4011,               0.005743,               0.005743,               0.005743
                     45,                 1.5788,                 1.1465,                 1.4607,                0.81438,                  0.799,                0.86536,                0.54772,                 1.5863,                 1.0694,                 1.4681,               0.005644,               0.005644,               0.005644
                     46,                 1.5825,                 1.1447,                 1.4935,                 0.8235,                0.84802,                0.90076,                0.57677,                 1.6845,                 1.0034,                 1.4664,               0.005545,               0.005545,               0.005545
                     47,                  1.584,                 1.1425,                 1.4795,                0.81121,                0.77205,                  0.862,                0.52434,                 1.6959,                0.97733,                 1.4709,               0.005446,               0.005446,               0.005446
                     48,                 1.5978,                 1.1583,                 1.4747,                0.75141,                0.72556,                0.82564,                 0.4815,                  1.671,                 1.1338,                 1.4636,               0.005347,               0.005347,               0.005347
                     49,                 1.5639,                 1.1004,                 1.4478,                0.79659,                0.80877,                0.86059,                0.54801,                 1.6718,                 1.1889,                 1.4591,               0.005248,               0.005248,               0.005248
                     50,                 1.5547,                 1.1044,                 1.4499,                 0.7987,                0.82449,                0.88753,                0.57251,                 1.6043,                 1.0702,                 1.4349,               0.005149,               0.005149,               0.005149
                     51,                 1.5412,                 1.1094,                 1.4516,                0.89085,                0.76099,                0.86719,                0.54218,                 1.7221,                 1.0552,                 1.4839,                0.00505,                0.00505,                0.00505
                     52,                 1.5757,                 1.1132,                 1.4913,                0.80912,                 0.8588,                0.90334,                0.55939,                 1.7721,                 1.0824,                 1.5259,               0.004951,               0.004951,               0.004951
                     53,                 1.5111,                 1.0549,                 1.4154,                0.82989,                0.84253,                 0.8921,                0.57299,                 1.7893,                 1.0075,                 1.5029,               0.004852,               0.004852,               0.004852
                     54,                 1.5462,                 1.0938,                 1.4513,                0.82035,                0.84195,                0.88135,                0.53118,                 1.6306,                 1.0418,                 1.4412,               0.004753,               0.004753,               0.004753
                     55,                 1.5537,                 1.0835,                 1.4448,                0.72991,                  0.783,                0.87017,                0.58193,                 1.5226,                 1.0281,                 1.3805,               0.004654,               0.004654,               0.004654
                     56,                 1.5063,                 1.0538,                 1.4285,                0.78794,                0.76071,                0.84937,                0.51487,                 1.6883,                 1.0559,                 1.4891,               0.004555,               0.004555,               0.004555
                     57,                 1.5365,                 1.0735,                 1.4343,                0.79587,                0.79309,                0.86507,                0.57513,                 1.6535,                0.98421,                  1.448,               0.004456,               0.004456,               0.004456
                     58,                 1.5253,                 1.0564,                 1.4136,                0.80648,                0.84944,                0.88221,                0.54789,                 1.6678,                 1.0276,                 1.4467,               0.004357,               0.004357,               0.004357
                     59,                 1.5234,                 1.0494,                 1.4033,                0.84817,                0.83871,                0.89551,                0.58505,                   1.74,                 1.0265,                 1.4615,               0.004258,               0.004258,               0.004258
                     60,                 1.4952,                 1.0372,                 1.4267,                0.84027,                0.84932,                0.89086,                0.57567,                 1.6255,                0.99815,                  1.429,               0.004159,               0.004159,               0.004159
                     61,                 1.5319,                 1.0583,                 1.4415,                0.83794,                0.83662,                0.88838,                0.59153,                 1.6623,                  1.008,                 1.4452,                0.00406,                0.00406,                0.00406
                     62,                 1.5076,                 1.0382,                 1.4013,                0.86366,                0.78164,                0.88141,                0.57947,                 1.6538,                 1.0596,                 1.4352,               0.003961,               0.003961,               0.003961
                     63,                  1.509,                 1.0382,                 1.4013,                0.86256,                0.84301,                0.90813,                0.58463,                 1.6936,                 1.0194,                 1.4537,               0.003862,               0.003862,               0.003862
                     64,                    1.5,                 1.0214,                 1.3851,                0.82032,                 0.8593,                0.90412,                0.60115,                 1.6654,                0.98217,                 1.4304,               0.003763,               0.003763,               0.003763
                     65,                 1.4723,                 1.0027,                 1.3975,                0.83152,                0.85124,                0.89848,                0.59547,                 1.6185,                0.96557,                 1.4316,               0.003664,               0.003664,               0.003664
                     66,                  1.478,                 1.0115,                 1.4029,                0.75084,                0.81207,                0.86442,                0.55222,                 1.5132,                 1.0324,                 1.4045,               0.003565,               0.003565,               0.003565
                     67,                 1.5127,                 1.0112,                 1.4122,                0.82373,                0.83315,                0.89092,                0.57839,                 1.6134,                0.97262,                  1.401,               0.003466,               0.003466,               0.003466
                     68,                 1.4675,                  1.008,                 1.3834,                0.82718,                0.88299,                0.90431,                0.60576,                 1.7374,                0.97659,                 1.4456,               0.003367,               0.003367,               0.003367
                     69,                 1.4858,                 1.0125,                 1.4029,                0.85183,                0.85124,                0.90658,                0.60075,                 1.8063,                0.98597,                 1.4686,               0.003268,               0.003268,               0.003268
                     70,                 1.4829,                 1.0182,                 1.4002,                0.87956,                0.77815,                 0.8862,                0.58253,                 1.8975,                 1.1385,                 1.5446,               0.003169,               0.003169,               0.003169
                     71,                 1.4511,                0.98236,                 1.3681,                0.84772,                0.84102,                0.90184,                0.59884,                 1.5915,                0.95054,                  1.423,                0.00307,                0.00307,                0.00307
                     72,                 1.4274,                0.96006,                 1.3766,                  0.842,                0.86884,                0.90447,                0.60896,                 1.6747,                0.96228,                 1.4371,               0.002971,               0.002971,               0.002971
                     73,                 1.4842,                 1.0263,                 1.4138,                0.88666,                0.84115,                0.91189,                0.60795,                 1.6197,                0.98214,                 1.4113,               0.002872,               0.002872,               0.002872
                     74,                 1.4562,                0.98756,                  1.375,                0.84945,                0.82973,                0.89563,                0.58309,                 1.5358,                0.91733,                 1.3905,               0.002773,               0.002773,               0.002773
                     75,                 1.4336,                0.95546,                 1.3592,                0.81681,                0.82494,                0.87607,                 0.5737,                 1.6004,                0.98764,                 1.4477,               0.002674,               0.002674,               0.002674
                     76,                 1.4474,                 0.9605,                 1.3536,                0.83419,                0.85354,                0.88315,                0.57091,                 1.5454,                0.95191,                  1.424,               0.002575,               0.002575,               0.002575
                     77,                 1.4432,                 0.9607,                 1.3695,                0.86527,                0.84919,                0.91479,                0.61479,                   1.51,                0.90474,                 1.3687,               0.002476,               0.002476,               0.002476
                     78,                 1.4569,                0.96437,                 1.3674,                0.88942,                0.82998,                0.91003,                0.60109,                 1.5291,                0.91533,                 1.3827,               0.002377,               0.002377,               0.002377
                     79,                 1.4556,                0.95664,                 1.3793,                0.85053,                0.85034,                0.90631,                0.59529,                 1.5023,                0.94548,                 1.3701,               0.002278,               0.002278,               0.002278
                     80,                 1.4163,                0.94688,                 1.3505,                0.83448,                 0.8734,                0.90093,                0.59516,                 1.6566,                0.98837,                 1.4174,               0.002179,               0.002179,               0.002179
                     81,                 1.3987,                0.94763,                 1.3338,                0.85991,                0.83701,                0.91686,                0.62462,                 1.5869,                0.90975,                 1.3835,                0.00208,                0.00208,                0.00208
                     82,                 1.4243,                0.95201,                 1.3691,                0.87514,                 0.8264,                0.90494,                0.61309,                 1.5649,                0.91926,                 1.4036,               0.001981,               0.001981,               0.001981
                     83,                 1.4049,                0.91121,                 1.3441,                0.85666,                0.85407,                0.90876,                0.62534,                 1.5408,                0.89022,                 1.3693,               0.001882,               0.001882,               0.001882
                     84,                 1.4141,                0.94102,                 1.3313,                0.85767,                0.84639,                0.90526,                0.62288,                 1.6377,                0.92281,                 1.4277,               0.001783,               0.001783,               0.001783
                     85,                 1.4104,                0.93782,                 1.3317,                0.88178,                0.85668,                0.91477,                0.62676,                 1.6242,                0.87499,                 1.4265,               0.001684,               0.001684,               0.001684
                     86,                 1.4125,                0.91907,                 1.3518,                0.84245,                0.87965,                0.91675,                0.62879,                 1.5405,                 0.9109,                 1.3821,               0.001585,               0.001585,               0.001585
                     87,                 1.3902,                0.92089,                  1.316,                0.86175,                0.83817,                0.90729,                0.61588,                 1.6496,                0.90899,                 1.4211,               0.001486,               0.001486,               0.001486
                     88,                 1.4045,                0.95495,                 1.3346,                0.87631,                0.85559,                0.91569,                0.62717,                 1.5817,                0.92452,                 1.4036,               0.001387,               0.001387,               0.001387
                     89,                 1.3847,                0.91691,                 1.3168,                0.86793,                0.86737,                0.91423,                0.60732,                 1.5719,                0.96405,                 1.3991,               0.001288,               0.001288,               0.001288
                     90,                  1.399,                0.94135,                 1.3419,                0.89203,                0.82359,                0.91211,                0.61757,                 1.5525,                0.90813,                 1.3859,               0.001189,               0.001189,               0.001189
                     91,                 1.4102,                0.92557,                 1.3372,                0.85622,                0.85951,                0.91561,                0.62134,                 1.5462,                 0.8718,                   1.39,                0.00109,                0.00109,                0.00109
                     92,                 1.3643,                0.88759,                 1.3153,                0.86721,                 0.8593,                0.91276,                0.62128,                 1.5931,                0.86968,                 1.4091,               0.000991,               0.000991,               0.000991
                     93,                 1.3533,                0.88565,                 1.3062,                0.84646,                0.85121,                  0.912,                0.62026,                 1.5908,                 0.8751,                 1.3986,               0.000892,               0.000892,               0.000892
                     94,                 1.3838,                0.90482,                 1.3337,                0.82208,                0.88009,                0.90791,                0.62764,                 1.7099,                0.89652,                  1.439,               0.000793,               0.000793,               0.000793
                     95,                 1.3918,                0.90443,                 1.3423,                0.83585,                0.88562,                0.91896,                0.62911,                 1.5867,                0.86292,                 1.3871,               0.000694,               0.000694,               0.000694
                     96,                 1.3877,                0.89235,                 1.3239,                0.85225,                0.87988,                 0.9184,                0.63275,                   1.55,                0.91684,                 1.3782,               0.000595,               0.000595,               0.000595
                     97,                 1.3752,                0.89547,                 1.3126,                0.84569,                0.88021,                0.91934,                0.63654,                 1.5628,                0.89444,                  1.383,               0.000496,               0.000496,               0.000496
                     98,                 1.4031,                0.90306,                 1.3335,                0.84018,                0.90143,                 0.9214,                0.64919,                 1.5943,                0.84916,                 1.4026,               0.000397,               0.000397,               0.000397
                     99,                  1.361,                0.88405,                 1.3192,                0.85892,                0.86716,                0.91647,                0.63738,                 1.6265,                0.89582,                 1.4147,               0.000298,               0.000298,               0.000298
                    100,                 1.3622,                0.89108,                 1.3128,                0.85308,                0.88094,                0.91988,                0.64516,                 1.5843,                0.89903,                 1.3911,               0.000199,               0.000199,               0.000199
