                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     63,                 1.5401,                 1.0433,                 1.4172,                0.86287,                 0.8237,                0.89154,                0.59304,                  1.616,                 1.0535,                  1.601,               0.003862,               0.003862,               0.003862
                     64,                 1.5129,                  1.019,                 1.3931,                0.83667,                0.83255,                0.87193,                0.55774,                 1.5456,                 1.0478,                 1.5779,               0.003763,               0.003763,               0.003763
                     65,                 1.4941,                 1.0189,                 1.4005,                0.84854,                0.79687,                0.87269,                0.54673,                 1.6078,                 1.1763,                 1.6746,               0.003664,               0.003664,               0.003664
                     66,                 1.4907,                 1.0214,                 1.3938,                0.84424,                0.81879,                0.88094,                0.55434,                 1.4636,                 1.1359,                 1.5354,               0.003565,               0.003565,               0.003565
                     67,                 1.5169,                 1.0285,                 1.4151,                0.84601,                0.75115,                0.87117,                0.55653,                 1.4197,                 1.0507,                 1.5264,               0.003466,               0.003466,               0.003466
                     68,                 1.4871,                 1.0174,                  1.393,                0.82431,                 0.8459,                0.88378,                0.55481,                 1.6025,                 1.0804,                 1.6296,               0.003367,               0.003367,               0.003367
                     69,                 1.4875,                0.99517,                  1.393,                0.83955,                0.84935,                0.89346,                0.57843,                 1.4011,                0.99922,                 1.5142,               0.003268,               0.003268,               0.003268
                     70,                  1.484,                 1.0023,                 1.3905,                0.85454,                0.83555,                0.88938,                0.58279,                 1.4432,                0.99641,                 1.5048,               0.003169,               0.003169,               0.003169
                     71,                 1.4752,                0.97265,                 1.3721,                0.85839,                0.81755,                0.89751,                0.57631,                 1.4052,                 1.0925,                 1.4985,                0.00307,                0.00307,                0.00307
                     72,                  1.458,                0.95574,                 1.3674,                0.86988,                0.83659,                0.89844,                0.58035,                 1.4539,                 1.1552,                 1.5048,               0.002971,               0.002971,               0.002971
                     73,                 1.4889,                0.99437,                 1.3937,                0.84904,                0.83006,                 0.8949,                0.59376,                 1.3558,                 1.1358,                 1.4616,               0.002872,               0.002872,               0.002872
                     74,                  1.493,                0.99073,                 1.3959,                0.87264,                0.83521,                0.89504,                0.56602,                 1.4759,                0.95592,                 1.5191,               0.002773,               0.002773,               0.002773
                     75,                 1.4583,                0.96387,                 1.3765,                0.86762,                0.84305,                 0.8912,                0.55609,                 1.4546,                 1.0467,                 1.4902,               0.002674,               0.002674,               0.002674
                     76,                 1.4753,                0.98124,                 1.3721,                0.85816,                0.83887,                0.90233,                0.59426,                 1.4103,                 1.0044,                 1.4779,               0.002575,               0.002575,               0.002575
                     77,                 1.4575,                 0.9826,                 1.3857,                0.87002,                0.83881,                0.90415,                0.58275,                 1.3672,                 1.0755,                 1.4354,               0.002476,               0.002476,               0.002476
                     78,                  1.477,                0.96294,                 1.3675,                0.86392,                0.86125,                0.90751,                0.59312,                 1.4128,                0.95397,                 1.4863,               0.002377,               0.002377,               0.002377
                     79,                 1.4386,                 0.9425,                 1.3451,                0.84762,                0.83194,                0.88091,                0.54909,                 1.5132,                0.99994,                 1.5103,               0.002278,               0.002278,               0.002278
                     80,                 1.3927,                0.93387,                 1.3581,                 0.8697,                 0.8414,                 0.8979,                0.58395,                 1.4946,                 1.1378,                  1.515,               0.002179,               0.002179,               0.002179
                     81,                 1.4056,                 0.9432,                 1.3387,                0.86443,                0.84567,                0.90219,                0.58498,                 1.4415,                 1.0279,                  1.477,                0.00208,                0.00208,                0.00208
                     82,                 1.4254,                0.93774,                 1.3593,                0.88177,                0.83332,                0.90149,                0.59285,                 1.5603,                 1.0154,                 1.5817,               0.001981,               0.001981,               0.001981
                     83,                 1.4243,                0.92301,                  1.344,                0.88462,                0.85711,                0.90184,                 0.5803,                 1.3891,                0.98097,                 1.4657,               0.001882,               0.001882,               0.001882
                     84,                 1.4365,                0.93783,                 1.3534,                0.87637,                0.84293,                0.90474,                0.58004,                 1.4793,                0.97954,                 1.5258,               0.001783,               0.001783,               0.001783
                     85,                 1.4341,                0.93616,                 1.3413,                0.89754,                0.81814,                 0.9025,                0.59177,                 1.3806,                0.93327,                 1.4644,               0.001684,               0.001684,               0.001684
                     86,                 1.4031,                0.90771,                 1.3561,                0.86019,                0.87059,                0.90908,                0.59131,                 1.4024,                0.97785,                 1.4762,               0.001585,               0.001585,               0.001585
                     87,                 1.4275,                0.92804,                  1.332,                0.86595,                0.86312,                0.90066,                 0.5808,                 1.4378,                 1.0197,                  1.496,               0.001486,               0.001486,               0.001486
                     88,                 1.4022,                0.91751,                 1.3409,                0.87367,                0.83915,                0.90007,                 0.5896,                 1.4509,                0.97614,                 1.4852,               0.001387,               0.001387,               0.001387
                     89,                 1.3965,                0.91113,                 1.3341,                0.87582,                0.84297,                0.89766,                0.58938,                 1.4977,                0.92057,                 1.5144,               0.001288,               0.001288,               0.001288
                     90,                 1.4055,                0.89558,                 1.3363,                0.87459,                0.84297,                0.90431,                0.59271,                 1.5866,                 0.9133,                 1.6151,               0.001189,               0.001189,               0.001189
                     91,                 1.4001,                0.90019,                 1.3301,                0.86607,                 0.8456,                0.90534,                0.60837,                 1.5017,                0.88262,                 1.5437,                0.00109,                0.00109,                0.00109
                     92,                 1.3772,                0.88877,                 1.3157,                0.87738,                0.85576,                0.90908,                0.60646,                 1.4056,                0.87872,                 1.4633,               0.000991,               0.000991,               0.000991
                     93,                 1.3679,                0.88784,                 1.3087,                0.87629,                 0.8504,                0.90984,                0.60276,                 1.3872,                0.92923,                 1.4642,               0.000892,               0.000892,               0.000892
                     94,                 1.3785,                0.88097,                 1.3332,                0.91129,                0.81287,                0.90058,                0.59593,                 1.5615,                0.93755,                 1.5809,               0.000793,               0.000793,               0.000793
                     95,                 1.3932,                0.91488,                 1.3349,                0.87799,                 0.8421,                0.91351,                0.60576,                 1.4662,                0.91448,                 1.5201,               0.000694,               0.000694,               0.000694
                     96,                 1.4214,                0.93458,                 1.3143,                0.87322,                0.87111,                0.90983,                0.60025,                 1.4694,                0.89976,                 1.5119,               0.000595,               0.000595,               0.000595
                     97,                 1.3977,                0.90591,                 1.3324,                0.87186,                0.85325,                0.90983,                0.60925,                 1.4507,                 0.9215,                 1.5082,               0.000496,               0.000496,               0.000496
                     98,                 1.4054,                0.89788,                 1.3243,                0.87242,                0.85751,                0.90263,                0.61123,                 1.4782,                0.92731,                  1.508,               0.000397,               0.000397,               0.000397
                     99,                 1.3659,                0.88389,                 1.3095,                0.87437,                0.84663,                0.90541,                0.60828,                 1.4363,                0.95975,                 1.4895,               0.000298,               0.000298,               0.000298
                    100,                 1.4017,                 0.8893,                 1.3035,                0.87406,                0.84308,                 0.9063,                0.60974,                 1.4207,                0.91814,                 1.4792,               0.000199,               0.000199,               0.000199
